id,document,label
109283,"[1102, 8556, 10603, 9529, 14019, 10531, 9423, 842, 14307, 10944, 81, 81]",0
5057581,"[13978, 10927, 842, 8809, 842, 3045, 81, 96, 9974, 14294, 9659, 3270, 11414, 3354, 14207, 3270, 11459, 10967, 81, 81]",0
9713580,"[14310, 9659, 1145, 1289, 13978, 81, 11159, 11642, 1, 4189, 14454, 81]",0
4813193,"[1, 9358, 9659, 6601, 3285, 12089, 1690, 10634, 11998, 3045, 81, 9659, 11775, 6416, 8279, 1313, 9529, 3001, 6397, 9618, 9177, 2]",0
5935839,"[2629, 14294, 7073, 10531, 2078, 1, 3354, 81, 2096, 174, 12642, 3683, 10634, 6094, 14526, 3354, 81]",1
4787200,"[11642, 842, 3001, 3154, 3045, 81, 829, 331]",0
6238005,"[12454, 12437, 10497, 11885, 14440, 12030, 3270, 1371, 1958, 1958, 1958, 6339, 1958, 10634, 9612, 9177]",1
135361,"[13189, 1701, 7729, 8178, 4236, 10531, 11998, 10537, 9569, 10634, 2569]",1
1996539,"[9659, 842, 3001, 11260, 11513, 10634, 4475, 6397, 9618, 3354, 81, 96]",0
10063243,"[2112, 3354, 2104, 3432, 6572, 3432, 4208, 11998, 8629, 1]",1
3572987,"[10711, 11642, 842, 3001, 3154, 3045, 81]",0
6693517,"[12454, 11761, 842, 6601, 3782, 9659, 12159, 9358, 11801, 4466, 9312, 1583, 1, 1, 9055, 10603, 13971, 13881, 10634, 9366, 682]",1
1797211,"[7411, 10778, 56, 2153, 10634, 9659, 11397, 5860, 3785, 829]",1
9288452,"[3706, 10603, 8491, 9077, 842, 3270, 7185, 4802, 6913, 10557, 14207, 3270, 9659, 1141, 3354, 9423, 7406, 7234, 11159, 4189, 10531, 3924, 10634, 11149, 3270, 3143, 4189, 10634, 1505, 2012, 11168, 10346, 7105, 10557, 6416, 5318, 8491, 10531, 5663, 10557, 3728, 12830, 14207, 3270, 14294, 14294, 3071, 9912, 1141, 3354, 81, 9721, 5047, 12778, 1, 1, 3933, 2482, 14207, 3354, 4487, 1320, 11759, 6457, 1229, 1141, 3354]",1
8933002,"[11414, 9312, 3285, 9967, 13978, 10634, 2903, 12251, 331]",1
5630027,"[2882, 3574, 14477, 12536, 81, 96, 2882, 56, 9471, 9188, 12251, 3852, 8866, 1505, 1646, 3852, 8809, 842, 1505, 81, 96]",0
706351,"[7106, 14207, 2203, 11533, 9392, 10634, 9659, 4802, 5237, 6416, 2203, 81, 11278, 14526, 12317, 2570, 13796, 11149, 9312, 3354]",1
9937884,"[10392, 9529, 11287, 14207, 3785, 791, 13421, 13443, 10059]",0
9048584,"[4687, 14207, 1371, 5013, 3038, 81, 96, 5868, 9327, 3143, 4189, 11567, 3354, 2670, 5003, 3602, 7899, 9302, 3489, 4952, 4683, 175, 11639, 8562, 12632, 3166, 3038, 81, 96, 2024, 11683, 6538, 9302, 1505, 8404, 1, 10557, 2504, 1141, 10557, 4326, 3193, 10006, 2439, 2508, 3852, 8809, 4037, 3270, 11496, 3514, 9659, 81, 61, 3728, 3852, 9302, 1505, 2442, 1371, 7347, 14207, 3270, 1361, 3852, 9302, 1505, 2024, 2017, 2632, 81, 96]",0
7338312,"[12016, 842, 9215, 1505, 81, 96, 3270, 5380, 1391, 12317, 56, 1, 1030, 10603, 3477, 4066, 13935, 10557, 3354, 6509, 11459, 3270, 9659, 3001, 11998, 8922, 8143, 81, 11042, 6416, 8158, 1505, 899, 10497, 3246, 8158, 5322, 11998, 1391, 8143, 81, 2233, 5046, 14294, 9659, 10966, 7292, 10634, 3001, 11513, 3045, 815]",1
9882892,"[11683, 9505, 9327, 2848, 10557, 5003, 14294, 7681, 2662, 3270, 11268, 10966, 13978, 10531, 9064, 11924, 14696, 7236, 12871, 2735, 3270, 5358, 14310, 9659, 4301, 6430, 3852, 2903, 3038, 350, 8860, 3354, 8857, 2, 2]",1
757530,"[14907, 81, 81, 14379, 5047, 9302, 3354]",0
2601454,"[9659, 6416, 3270, 2924, 1494, 10171, 9312, 9177, 818]",1
4751930,"[10232, 10603, 3212, 55, 794]",1
7715987,"[8984, 10634, 8809, 4037, 3316, 11890, 10497, 1, 7819, 6018, 9327]",0
4616344,"[10270, 2204, 9327, 6416, 2203, 9392, 4306, 11998, 10531, 9659, 2, 10634, 9659, 5003, 176, 6284, 3013, 1371, 6533, 11676, 4683, 1093, 13005, 2]",1
9583239,"[7290, 9659, 3270, 8600, 1505, 9704, 9659, 3852, 8600, 1505, 2024, 390, 1833, 9659, 4476, 7347, 14207, 5322, 5032]",0
8016463,"[1032, 10634, 3038, 9529, 11998, 1505, 9569, 11998, 1505, 1958, 10634, 3354, 1958]",1
435659,"[4306, 14346, 10195, 2342, 81, 81, 14408, 2504, 13079, 7971, 3270, 1229, 81, 2701, 3270, 11683, 8615, 81, 81, 11450, 9302, 3354]",0
6465092,"[6009, 10781, 3354]",1
65592,"[3250, 10634, 11998, 10531, 81, 96, 12936, 10603, 9659]",1
6351608,"[118, 12619, 14207, 3379, 5047, 6020, 81, 96]",0
9724591,"[1115, 8556, 10603, 6105, 11287, 6416, 8922, 8143, 493, 8928, 10497, 9659, 13028, 10531, 9530, 10557, 3728, 3298, 1505, 2801, 4107, 13028, 6687, 4156, 3924, 8580, 81, 111]",0
6777764,"[12267, 9327, 4499, 9659, 4802, 6416, 1371, 4048, 1361, 10531, 13372, 14546, 10634, 9618, 3354, 81]",1
7913639,[8534],0
9919340,"[951, 12936, 4476, 5047, 14379, 7819, 11149, 3354, 81]",1
5776425,"[12961, 10603, 9659, 81, 225, 3062, 3852, 9327, 1, 3062, 8266, 9659, 4802, 5017, 1030, 81, 174, 11639, 3852, 8582, 3354, 81]",0
9138460,"[11683, 1963, 14477, 1, 14007, 4683, 6601, 3354, 81, 81, 12477, 6071, 3280, 81, 81]",0
8168661,"[2915, 842, 1030, 10557, 12117, 4580, 842, 1505, 8445, 10557, 11676, 10603, 7347, 10634, 4189, 9312, 3354, 81, 96]",0
8867385,"[13978, 10634, 3001, 2903, 3045, 81, 10634, 9659, 2698, 1799, 8922, 8143, 81]",1
5339244,"[9204, 14477, 3270, 4687, 8809, 14207, 3285, 10637, 5690, 3646, 10634, 3354, 81, 3]",1
9181445,"[10761, 12996, 9327, 13757, 9358, 6416, 1371, 4037, 9077, 278, 6284, 12562, 6416, 1371, 4037, 9312, 1944, 493, 9659, 4802, 4066, 6284, 10788, 6509, 5357, 8809, 4037, 3270, 9659, 12159, 10603, 14214, 11132, 81]",1
7467269,"[568, 1]",0
887650,"[12936, 10603, 4133, 81, 81, 795]",1
9230004,"[12267, 6572, 9158, 14207, 12251, 8866, 1505, 11413, 3045, 5288, 3852, 1094, 14207, 1505]",1
10054224,"[3047, 5555, 9659, 4683, 11287, 6601, 8143, 330, 63, 11347, 10634, 3001, 9817, 10634, 81, 111, 14265, 9739, 10603, 9529, 1958]",1
9994312,"[6416, 3270, 2924, 3205, 10634, 4904, 12251, 8866, 8922, 8143]",1
207888,"[12265, 14294, 14666, 10557, 13840, 4683, 6452, 12030, 3270, 9659, 81, 10206, 1701, 1032]",1
3979986,"[9200, 9407, 6886, 9358, 13744, 9077, 12030, 2336, 6416, 2321, 6601, 3285, 1802, 3313, 1371, 1, 8759, 9327, 5483, 11072, 10578, 773, 771]",0
9318569,"[3859, 9967, 10634, 9659, 4802, 6577, 14207, 3271, 350]",0
4938111,"[2632, 10557, 6416, 3270, 11268]",1
1806771,"[14266, 10603, 5344, 175, 11639, 10634, 8582, 12251, 8866, 3354, 81]",1
4629596,"[5042, 10603, 6021, 3852, 5483, 4279, 3270, 9659]",0
8845473,"[2915, 3924, 3940, 81, 81, 8567, 81, 81, 10038, 2748]",0
10134310,"[11019, 13978, 11952, 2903, 8681, 8809, 6533, 4572, 3355, 2024, 14346, 6416, 11159, 1, 6590, 11936, 1032, 10634, 1, 8062, 3852, 11459, 11676, 5322, 4348, 1, 11030, 1, 12030, 1, 1, 8868, 5870, 2990, 8567, 8809, 6597, 11936, 14942, 14523, 10557, 9659, 11105]",1
8919909,"[11952, 11450, 11148, 3354, 2, 13978, 5800, 1229, 1141, 8567, 791, 11952, 2588, 11450, 2588, 1]",1
9926720,"[2024, 12273, 3270, 12308, 14294, 9659, 10943, 12132, 8868, 1505, 6601, 3355, 14611, 81, 111, 5346, 10634, 9312, 10578]",1
4496086,"[8728, 2758, 3364, 175, 11646, 3270, 3933, 8724, 4189, 10531, 5690, 9007, 3859, 81, 81, 9382]",0
4082636,"[174, 10531, 11450, 3285, 221, 3270, 2233, 10634, 14207, 3045, 13978, 11967, 2907, 1371, 10006, 5373, 4189, 5278, 13360, 4037, 8158, 1893, 493]",0
8612548,"[6391, 14294, 1145, 3852, 8578, 81, 81, 14214, 1142, 9529, 842, 8752, 6105, 1505, 11408, 3852, 9302, 1505]",0
