id,document,label
7137629,"[11412, 3354, 81, 81, 9659, 14374, 6416, 2333, 13128, 10634, 9215, 1229, 14310, 4247, 1320, 9312, 3253, 786, 14310, 9659, 3270, 12019, 318, 682, 175, 11639, 12207, 3038, 5154, 434, 787]",0
6380117,"[12556, 791]",1
7441949,[5346],1
3331548,"[5210, 9007, 10636, 829, 12536, 2670, 3270, 13183, 4189, 81, 81]",0
4899903,"[1320, 1, 14695, 81, 98]",0
5304583,"[11042, 11422, 14207, 5322, 1813, 1141, 10531, 7435, 1986, 1141, 10531, 15054]",1
9682663,"[2670, 3852, 14415, 6480, 12203, 81, 272, 2]",0
9416870,"[12454, 1205, 1030, 10718, 13947, 5003, 14477, 8241, 4794, 2735, 1391, 2990, 350]",0
9905501,"[4408, 14214, 10603, 1040, 13841, 10634, 493]",0
1703918,"[10378, 6187, 4889, 2758, 3038, 794]",1
8938939,"[2479, 1141, 10531, 7613, 2477, 10497, 5699, 6269, 350, 9569, 10634, 2479, 3354, 1, 842, 5690, 2990, 1, 11846, 5224, 1505, 1, 1, 5224, 1505, 7246, 5224, 3270, 8266, 10634, 3354]",0
6986029,[544],0
9789754,"[1072, 6416, 1505, 8445, 9077, 11830, 4109, 1371, 2700, 6601, 3354, 81]",0
1595727,"[11683, 5047, 2033, 38, 7810, 38, 14207, 3270, 9659, 81, 81]",0
845039,"[10634, 9659, 4802, 9223, 14484, 14410]",0
10249998,"[12709, 10711, 9659, 4802, 9967, 5013, 3290, 81, 96, 4787, 3852, 7249, 842, 4037, 842, 3275, 81]",0
8615301,"[2915, 842, 9659, 3270, 5483, 6601, 12317, 8943, 3270, 1, 6404, 3517, 1, 4912, 4888, 5800, 8062, 9327, 11270, 3852, 11998, 3364, 7347, 14207, 3285, 3432, 6150, 14526, 10578, 11998, 1391, 3354]",1
9690426,"[12487, 5003, 3852, 5496, 3304, 10531, 8895, 12177, 8675, 4802, 4094, 7672, 1701, 6724, 8849, 14294, 11841, 10603, 10328, 14294, 11063, 1701, 10146, 81, 81, 3001, 9097, 1505, 12308, 14207, 3852, 10134, 14383, 8241, 10557, 5745, 9948, 3355, 6601, 3285, 5455, 11130, 11998, 1505, 9136, 10557, 10331, 4022, 1141, 10531, 10825, 3045, 81]",1
