id,document,label
25038,[786],0
7749398,"[10634, 8189, 9327, 12704, 13372, 1844, 10634, 4037, 3270, 9659, 81, 13978, 10634, 9967, 10716, 350]",1
3334547,"[9530, 10634, 12500, 10557, 1, 3157, 10578]",0
4418884,"[1776, 1141, 8681, 8387, 3379, 7105, 10531, 5690, 11105, 791, 791, 1776, 9672, 12132, 5380, 1505, 6601, 10578, 350]",1
118242,"[9146, 11513, 3002, 11998, 8567, 14207, 3782, 9659, 493]",1
7391850,"[10504, 842, 9302, 3354]",0
9054102,"[8005, 7208, 4326, 12490, 2750, 6861, 6134, 9358, 14757, 6416, 3782, 7347, 10634, 2801, 768, 81, 10886, 81, 81, 2768, 4201, 3270, 6187, 4189, 10667, 2670, 2670, 81, 111, 8970, 14207, 3354, 81, 96]",1
5669816,"[1175, 14526, 10557, 4326, 6601, 3285, 2670, 3270, 13881, 10634, 3317, 6533, 5003, 14526, 3285, 3821, 1505, 970, 305, 5330, 10603, 13110, 4189, 9328, 1, 5119]",0
7351662,"[14310, 9659, 9912, 5720, 9659, 10603, 12670, 10557, 8868, 7819, 11149, 3270, 1822, 11513, 10943, 9659]",0
9373324,"[9659, 3759, 1371, 8404, 14207, 1371, 5022, 9312, 3038, 13978, 9327, 2799, 1505, 8445, 10508, 9592, 6416, 2333]",0
5160134,"[12979, 56, 56, 1, 7331, 12519, 10557, 7819, 3852, 56, 56, 11168, 11210, 10557, 9529, 14207, 3270, 4234, 14294, 4520, 10603, 9529, 56, 56, 7539, 56, 7663, 13325]",1
9173097,"[13978, 11967, 9890, 2524, 81, 7791, 11967, 2602, 3270, 1361, 1141, 8567, 4768, 14294, 3250, 3852, 11149, 9312, 12317, 7729, 3270, 15061, 4751, 1505, 12716, 14207, 3045, 7105, 10603, 8396, 4802, 11287, 14057, 14440, 2974, 1361, 1141, 8143, 81, 11413, 1371, 11287, 6601, 8143, 81]",1
2407883,"[13366, 4569, 6272, 10531, 369, 2193, 9358, 3852, 14307, 10944, 350]",0
8192597,"[899, 10634, 5225, 14207, 3354, 81, 96]",1
6868854,"[8567, 2670, 11936, 3759, 1371, 11412, 3038, 13978, 174, 1145, 3852, 8582, 3354]",0
9994845,"[5346, 12159, 10603, 5346, 11132, 81]",1
1501934,"[14353, 14294, 9659]",0
7620755,"[4449, 4179, 4449, 4179, 4449, 4179, 4449, 4179, 333]",1
6148676,"[9912, 13978, 10634, 10718, 13746, 3045, 11459, 3270, 175, 11639, 12525, 9659, 4475, 7347, 14207, 3285, 81, 11683, 11414, 3786, 81, 81]",1
10277694,"[9472, 9315, 5003, 6609, 8255, 9659, 9618, 3354, 81, 12825, 8623, 10059, 9659, 10634, 5318, 56, 7576, 10634, 6416, 2203, 9392, 7872, 10634, 3001, 2903, 3354, 81]",0
410595,"[12454, 1032, 11513, 11105, 81, 81, 3193, 8473, 7687, 56, 3193, 2939, 3270, 14087, 10531, 951, 9704]",1
6759057,"[10634, 3477, 4802, 6416, 1505, 3247, 11639, 10634, 3001, 5045, 3354, 816, 2670, 3270, 14438, 3924, 10557, 4278, 12404, 10557, 7505, 14207, 1505, 8849, 11513, 10943, 12404, 5003, 937, 4659, 14526, 3285, 81, 81]",1
9905348,"[11414, 10578, 9595, 9595, 1]",1
8322481,"[4695, 1, 10603, 3698, 2, 1, 6601, 3285, 4838, 14207, 1505, 15061, 4751, 3045]",1
7095455,"[8352, 9302, 3270, 1, 842, 1274, 4278, 14207, 4668, 6529, 3852, 5483, 7051, 3270, 2058, 3250, 10634, 4541, 81, 11809, 8582, 3354, 81]",0
10105578,"[10586, 6688, 9636, 2457, 5373, 3677]",1
9677417,"[9921, 3001, 11998, 10531, 9659, 56, 56, 56]",1
4151332,"[9661, 9358, 6533, 5003, 14294, 1292, 8600, 9618, 12317, 11414, 9312, 10578, 14919, 9327, 8356, 10634, 11846]",1
5205929,"[10636, 9722, 9327, 12888, 4326, 11413, 1371, 6601, 3285, 81, 96, 3432, 6416, 1614, 81, 493]",1
6926773,"[10711, 1229, 12829, 8479, 6416, 3285, 56, 175, 11639, 8868, 5870, 4189, 5045, 10531, 1229, 1141, 8681, 9196, 9077, 8488, 14379, 1229, 1141, 3354, 81, 11683, 6391, 6021, 1371, 3852, 8582, 3354, 81, 12267, 1361, 9233, 12251, 2, 4993, 2, 10603, 12937, 10634, 3354, 81, 9099, 2457, 842, 2670, 8445, 9312, 3285, 56, 9510, 4958, 14873, 2457, 3852, 81, 96]",0
2979959,"[11533, 9327, 11101, 9312, 3782, 7701, 10557, 7347, 14207, 1371, 14477, 2698, 1799, 8922, 3354, 81]",1
5420074,"[4066, 15012, 14696, 842, 14847, 14207, 3270, 6247, 8985, 4683, 4949, 6344, 1030, 10603, 12837, 7551, 11513, 10943, 3827]",1
10167202,"[9912, 56, 12437, 3182, 842, 6416, 1505, 8445, 3364, 14477, 6601, 3285, 1145, 8528, 4608, 2203, 796]",0
4865578,"[13010, 9327, 3852, 5483, 2653, 3270, 9203, 14294, 12501, 2, 2]",0
7445625,"[13657, 4066, 7071, 6608, 11092, 7209, 2915, 773, 771, 4189, 8567, 13657, 4066, 7071, 6608, 11092, 3270, 11408, 1, 4499, 14207, 12251, 1, 3270, 5210, 2990, 2915, 842, 3924, 12030, 5326, 9659, 5893, 10711, 8530, 2203, 1141, 10531, 9659, 3270, 8809, 6571, 773, 771, 4189, 8567, 2915, 842, 1, 13881, 10965, 773, 771, 3354, 8530, 2203, 5003, 5402, 2895, 9077, 773, 771, 4189, 8567, 3174, 6514, 3924, 8160, 5003, 8582, 12251, 773, 771, 4189, 8567]",0
7419365,"[5769, 13528, 10634, 2753, 174, 11639, 12125, 5028, 9302, 9312, 10508, 13978, 12030, 2203, 3852, 8581, 9312, 4234]",0
3306949,"[12936, 3354, 81]",1
5175157,"[2172, 350, 2801, 6399, 9618, 10578, 723]",0
