id,document,label
9238095,"[1, 4802, 11775, 6416, 1371, 5022, 9077, 12122, 9659, 12704, 9631, 7980, 9659, 81, 3840, 1, 3852, 3432, 6556, 81, 14789, 14294, 1292, 9302, 12317, 10102, 3038, 10983, 12778, 12308, 14207, 1505, 2583, 14294, 9659, 2045, 1494, 7347, 10634, 2804, 81]",1
9122169,"[8396, 5517, 842, 4263, 14207, 1505, 7606, 4048, 9659, 81]",1
9516833,"[14406, 251, 9912, 1, 8754, 3270, 6651, 9489, 10557, 10634, 4326, 6688, 14207, 7658, 7726, 81, 1, 9447, 3270, 1, 2]",1
4542510,"[10032, 8189, 9327, 8809, 2738, 1371, 3482, 10634, 12251]",0
8549578,"[7594, 12933, 1089, 5720, 10603, 8731, 14294, 6665, 14294, 10607, 6485, 12859, 4802, 1558, 14321, 81, 11683, 10102, 2691, 3852, 5720, 10557, 4278, 14207, 12251, 8866, 10574, 9936, 1291, 10634, 4049, 81, 14879, 10603, 3924, 10557, 8585, 2203, 10334, 1, 4802, 12739, 9077, 1, 10557, 12269, 14207, 12251, 8866, 3270, 6485, 14879, 81, 10637, 11683, 8600, 3354, 81]",1
7990609,"[12454, 11414, 10578, 3354, 4189, 9529, 3852, 11287, 14207, 1505, 2964, 3852, 3001, 11998, 1505, 12160, 9327, 11189, 10703, 13733, 14901, 1141, 10531, 1229, 3001, 1998, 1505, 14799, 3852, 6625, 1505, 9693, 10578, 816]",1
9914152,"[6993, 8534, 4189, 10634, 8534, 1141, 10531, 7682, 4802, 6179, 14207, 3038]",0
8469443,"[3911, 3852, 8600, 1505, 10637, 8600, 12251, 81, 8602, 81]",0
1404175,"[2964, 3354, 2453, 10557, 11676, 4683, 11412, 3354, 9268, 11533, 9327, 1]",0
3537497,"[5694, 14477, 6601, 3737, 4818, 9659, 3811, 350, 10231, 10557, 81, 81, 9912, 8534, 4802, 5022, 9077, 3166, 3038, 81, 81, 786]",0
7758301,"[9031, 9659, 4476, 7347, 14207, 1505, 6601, 3285, 11683, 5045, 10531, 1361, 10557, 2483, 1371, 14440, 12207, 8143, 81, 10983, 10557, 7326, 1371, 7347, 14207, 1371, 14440, 12030, 3270, 9659, 81, 12936, 3045, 81]",1
2095860,"[1646, 3852, 8809, 842, 1505, 11408, 3852, 9302, 1505, 12308, 14526, 3354, 81, 11268, 7548, 56, 3688, 7548, 9085, 14214, 5032, 8254, 12412, 5505, 3354]",0
8166340,"[11683, 7992, 9302, 3270, 6312, 8062, 81, 96, 12662, 1701, 8345, 10634, 8582, 81, 96]",0
9803548,"[8417, 1371, 5047, 14207, 5322, 8534, 12027, 81, 96, 11998, 10531, 7729, 3270, 2234, 10557, 9884, 12317, 2012, 2234, 10557, 5032, 8254, 12251, 5499, 11683, 6391, 14294, 1145, 3852, 8576, 1229, 12027, 81, 96, 12454, 8160, 8581, 3045]",0
3819544,"[2037, 9358, 3270, 9292, 3677, 10634, 9312, 3354, 81, 1, 6700, 10634, 8582, 12251, 8866, 10557, 7819, 9302, 3354, 81]",1
9318104,"[2918, 12936, 10603, 11967, 6845, 9659, 81]",1
4994432,"[12935, 842, 1986, 10634, 9312, 3379, 7136, 9327, 7238, 13040, 10634, 9312, 10578, 791, 791]",1
1618634,"[3843, 10634, 10711, 9659, 9327, 3852, 13028, 14526, 3379, 1371, 5839, 12251, 12251, 842, 8866, 3280, 81, 10423, 14294, 8062, 9912, 2012, 1426]",0
2069179,"[12267, 6572, 13325, 14207, 1505, 5998, 3034, 81, 1823, 10603, 13183, 3270, 11609, 10634, 4037, 9312, 3354, 81]",1
9100573,"[2801, 11413, 3285, 350, 8567, 56, 1386, 14207, 5326, 6571, 937, 1845, 1, 6601, 10578, 790]",1
4348877,"[9631, 1, 10603, 9931, 14294, 11442, 56, 2096, 13248, 1, 10603, 9931, 14294, 9529]",1
10156205,"[14310, 9659, 9505, 7746, 919, 12998, 14294, 9659]",0
9251606,"[13978, 5003, 3154, 1505, 6397, 10943, 9659, 842, 5045, 10537, 56, 10634, 9659, 3270, 11019, 13978, 10634, 296, 11639, 6019, 8809, 4037, 5326, 11683, 14952, 14294, 9659, 9618, 3354, 81]",1
8728331,"[8567, 12454, 11998, 3354, 4958, 9327, 8594, 4552, 4313, 10703, 7647, 10634, 7406, 8809, 10557, 4326, 10185, 14526, 10578]",1
5399943,"[12133, 842, 7031, 10941, 10966, 1, 842, 3154, 12251, 8866, 1505, 13788, 8179, 6164, 3852, 1864, 3811, 5003, 2739]",0
4653855,"[1, 4683, 6416, 5322, 3728, 11408, 2823, 1229, 1141, 3045, 81, 9722, 9327, 11998, 8567, 14207, 3782, 9659, 81]",1
5878964,"[379, 10603, 13656, 4802, 3246, 1371, 14440, 12030, 12317, 8062, 3270, 1799, 10578, 81, 4818, 4037, 7406, 5260, 1371, 5022, 9077, 12251, 2203, 4802, 81, 96]",0
1789260,"[10881, 9124, 9659, 3270, 2113, 6416, 11159, 81, 2024, 13949, 1371, 7208, 11159, 81]",0
5860235,"[13978, 9327, 2799, 12251, 4923, 11683, 11413, 1371, 6509, 9659, 11132, 1125, 1125, 493]",1
9263070,"[14614, 2654, 10603, 8984, 8563, 10531, 81, 156]",1
9766468,"[5421, 9463, 10603, 1579, 7106]",0
10110608,"[1819, 11998, 10531, 7729, 1505, 1819, 11998, 10531, 6187, 4189, 10634, 9312, 3285, 1030, 4339, 10944, 81, 96]",0
3052480,"[14310, 11692, 10603, 7079, 9912, 6042, 10557, 2233, 14425]",1
9588923,"[11397, 5860, 3579, 81, 935, 9659, 1141, 10531, 1292, 12132, 8868, 8922, 3285, 81, 4001, 13780]",1
9084542,"[174, 13935, 10531, 12454, 11414, 9312, 3285, 81, 96]",0
7345939,"[9085, 1361, 14214, 3161, 7819, 9302, 3354, 81, 13741, 4958, 7561, 10603, 221, 3611, 174, 8984, 10531, 12936, 11105, 81]",1
8064639,"[935, 9659, 4683, 4306, 10634, 3045, 683]",1
8735326,"[1, 14137, 10703, 6882, 14294, 3250, 81, 3591, 9327, 3270, 9105, 10574, 5380, 1391, 10474, 12267, 6416, 5322, 2024, 13852, 5567, 3852, 8809, 4060, 81]",0
1720014,"[12071, 10603, 12451, 14294, 9529, 81, 96, 3611, 8035, 10603, 8230, 10944, 350, 350]",1
9932638,"[9510, 8491, 10557, 3635, 8491, 10531, 10102, 9011, 14666, 81, 96, 3432, 3270, 14119, 9011, 6416, 4580, 8809, 842, 9007, 1391, 8143, 81]",1
8644335,"[2915, 2768, 222, 14919, 81, 81, 1, 6700, 10557, 13641, 1, 2670, 10603, 1704, 6688, 14672, 56, 5741, 2457, 81, 81, 10983, 12936, 10603, 9659]",1
5563663,"[14337, 4683, 10423, 14415]",0
10110708,"[10637, 12888, 4189, 3852, 8866, 6533, 6315, 14294, 9659, 81]",0
10044546,"[6495, 4802, 5718, 14787, 14207, 3270, 9659, 81, 12961, 10603, 9659]",0
3232896,"[6509, 13935, 3852, 11412, 10578]",0
8552416,"[9921, 81, 81, 12783, 6688, 2632, 2457, 5455, 11136, 842, 3154, 3045]",1
6361614,"[12160, 9327, 2504, 6259, 7819, 6018, 9327, 9302, 9312, 3782, 9659, 81]",0
5265175,"[10634, 9659, 842, 9967, 10718, 13978, 10634, 3154, 10546, 5380, 1391, 3354, 81, 9659, 6416, 1505, 2012, 8160, 10634, 8576, 1292, 12783]",0
8771084,"[8189, 4802, 8934, 4133, 2, 5357, 6284, 10634, 1505, 4066, 1505, 6533, 5346]",1
10152948,"[10634, 9659, 2096, 1, 6800, 81, 1, 10603, 1, 842, 4037, 6257, 9670, 9358, 852, 8562, 14163, 3270, 6224, 10634, 3354, 81]",1
10161113,"[12454, 7654, 11159, 10634, 3001, 10781, 3354, 13201, 12507, 13549, 3852, 12454, 11287, 7346, 1450, 1505, 12454, 9188, 3270, 13213, 10634, 3354, 791, 4096, 10634, 10833, 3270, 2964, 10497, 14374, 3728, 1175, 14523, 10508, 11998, 1390, 3354, 10637, 12454, 5346, 12159, 9327, 5346, 10971, 81, 111, 9460, 10634, 3001, 2848, 8681, 11307, 2203, 11533, 9327, 6590, 11297, 3852, 8809, 9905, 12454, 3001, 11998, 10531, 9659, 9612, 3354]",1
7871214,"[12704, 1505, 6601, 3354, 81, 13978, 10634, 11998, 10475, 12707, 6430, 6416, 5322, 56, 56, 6712, 5694, 11149, 10557, 2504, 4476, 56, 56, 56, 56, 56, 56, 56, 56, 1422, 10718, 13978, 10557, 2861, 12132, 10634, 9007, 81, 121, 2670, 4552, 3001, 8809, 5116, 8567, 11825, 56, 8160, 2900, 816]",0
8950574,"[7791, 11412, 3379, 7105, 9436, 11149, 3270, 3811, 2067, 7819, 3852, 11149, 3364, 7347, 10531, 4231, 2153, 2915, 842, 9659, 1272, 11414, 3379, 13935, 10531, 1, 3811, 10637, 278, 6284, 10531, 3013, 1371, 6509, 4234, 2, 12454, 2964, 13462, 14207, 1505, 4978, 5573, 1292, 8600, 12317, 7994, 11998, 8567, 14207, 8158, 3270, 6700, 4189, 9659, 11998, 8567, 14207, 8158, 3270, 6700, 4189, 10531, 11287, 6533, 4234, 795, 13005, 2, 2]",1
1442219,"[10648, 10248, 1836, 14207, 3354, 2469, 6135, 1505, 12704, 11998, 10531, 6187, 12251]",0
904874,"[2964, 10531, 2120, 2051, 12317, 14087, 1701, 10305, 9912, 4847, 2283, 9327, 318, 11639]",1
9679990,"[7699, 10100, 81, 1, 8239, 251, 6150, 6782, 251, 1145, 2024, 5633, 10531, 1229, 842, 5588, 9659, 4476, 2955, 2761, 81, 8615, 14815, 10699, 11998, 3789, 81, 81, 9670, 10497, 5017, 1371, 8600, 4475, 13751, 6893, 10634, 4475, 14815, 9290, 6397, 9366, 81, 10434, 9358, 6416, 3782, 8936, 4189, 10531, 9936, 8355, 81, 10706, 1776, 8809, 14294, 1229, 12027, 350, 1776, 14207, 5322, 8809, 6416, 4580, 9862, 6571, 81]",0
9411421,"[221, 3062, 11533, 9327, 6601, 3782, 9659, 10966, 3852, 6729, 14207, 1505, 8756, 3852, 9460, 10634, 5046, 2848, 8567, 11149, 3270, 9659, 81, 81, 2012, 9109, 1691, 9659, 4802, 6416, 5326, 3247, 1691, 6430, 8396, 11513, 1691, 842, 13231, 1505, 14250, 1, 1, 9327, 14153, 10634, 4048, 12748, 4683, 10044, 9358, 2735, 3782, 2012, 5400, 10531, 8756, 3852, 2284, 9327, 2848, 3280, 81, 13462, 14294, 8062, 9327, 7681, 2661, 3782, 9529, 81, 81, 9931, 14526, 3354]",1
7210917,"[9239, 7980, 7534, 2021, 7004, 10634, 5082, 9077, 6452, 6391, 174, 1145]",0
325071,"[11369, 9469, 8534]",0
9663505,"[6391, 6026, 3852, 8576, 8534, 81]",0
8187569,"[1278, 1701, 12436, 1278, 1701, 12436]",0
2299647,"[4958, 11355, 10634, 5158, 8127, 3782, 9659]",1
6488415,[1958],1
