id,document,label
7831687,"[1, 3352, 1, 3352, 5444, 12704, 11998, 10537, 81, 111, 12090, 5444, 3270, 9510, 1, 3352, 8600, 1564, 3270, 11967, 2912, 2321, 14207, 3045, 81, 96]",0
7699892,"[5357, 6284, 10557, 6572, 1799, 10531, 9659, 3354, 2, 1958]",1
8749456,"[9659, 6416, 3285, 5152, 4037, 9077, 12499, 10634, 1, 9312, 3354, 81, 4958, 9327, 3270, 9463, 12090, 10603, 11145, 10634, 4037, 3317, 4936, 10634, 3001, 8809, 11998, 8922, 3354, 81, 81]",1
5489607,"[9061, 14695, 11438, 14719]",0
9208251,"[5077, 10634, 9302, 9312, 3354, 81, 81, 3924, 10634, 8576, 5077]",0
9690169,"[11683, 2356, 8556, 9529, 3001, 14952, 14207, 3045, 2, 3098, 10634, 3355, 8605, 9659, 9327, 10006, 81, 6391, 2233, 8809, 14207, 1505, 6601, 3285, 8160, 842, 3270, 12132, 5380, 1505, 5475, 14477, 6601, 9177, 81, 13978, 10634, 3001, 11459, 13962, 4037, 9077, 11149, 3045, 175, 11639, 2, 2]",1
9127383,"[3653, 14214, 14214, 10981, 2442, 10531, 9659, 3045]",1
8827163,"[13978, 10634, 4499, 9879, 12030, 11159, 81]",1
5475934,"[7347, 6430, 1799, 3043, 791]",1
9604982,"[10634, 1, 14207, 5322, 10634, 9659, 842, 81, 96, 10634, 9659, 14207, 5322, 10913, 842, 7347, 10634, 2804, 251, 6284, 10531, 6601, 12317, 3294, 9460, 10634, 5046, 2848, 3270, 9659, 11054, 9659, 12159, 4584, 4649, 3448, 10497, 11998, 8567, 14207, 3270, 9659]",1
1877659,"[252, 7593, 2177, 6379, 9659, 56, 56]",0
6262485,"[13189, 5003, 5838, 1505, 6416, 4580, 1080, 3355, 1, 14207, 5326, 2758, 3782, 9659]",0
9942780,"[11268, 7548, 10531, 11149, 10574, 5458, 829, 10711, 8936, 4189, 11338, 6416, 1505, 8445, 10531, 1371, 8600, 9312, 3285]",0
5355878,"[2326, 1022, 11149, 3045, 81, 174, 8160, 10634, 14953, 12273, 3045, 81, 96, 794]",1
6032066,"[11936, 11412, 9077, 1]",0
7890236,"[1032, 11513, 10634, 4487, 14910, 5003, 5838, 1505, 15106, 14207, 11163, 9686, 14526, 12317, 56, 4019, 14294, 2888, 9328, 5778, 14207, 3364, 7079, 14207, 1371, 5017, 9659, 81, 11683, 8387, 3354, 81]",0
2739753,"[7818, 13230, 1701, 5136, 8567, 4552, 6882, 14294, 6720, 81, 81, 13005]",1
1187294,"[5598, 5047, 14207, 1505, 8445, 10531, 1229, 12251, 350, 12308, 14415, 350]",0
9131344,"[2915, 842, 8567, 3270, 5045, 10531, 9659, 4189, 10634, 10634, 9659, 4712, 9269, 5045, 10531, 9654, 10557, 6071, 8922, 1505, 9269, 5046, 10634, 9659, 4802, 4291, 3290, 8868, 1371, 4037, 9312, 3354, 81]",1
7479676,"[10643, 9659, 2990, 81, 111, 8028, 9335, 13852, 7058, 6256, 1505, 8445, 3038, 81, 96]",0
5799943,"[9585, 1426, 5069, 9327, 4129, 3045]",1
6188852,[5346],0
13015,"[68, 6390, 9302, 10578, 10603, 12309]",0
5383059,"[790, 81, 96, 791, 2915, 3924, 81, 81]",0
1572192,"[10361, 14787, 4802, 12008, 278, 11639, 54, 11362, 5750, 9327, 278, 11639, 81]",1
4480410,"[10636, 2143, 2141, 9358, 6601, 9307, 3285, 3432, 6572, 11408, 842, 8518, 791, 791]",1
9466642,"[10634, 9659, 4802, 6416, 1505, 2670, 7406, 4738, 5663, 9327, 3193, 10557, 4449, 1505, 3639, 9659, 9327, 3705, 13936, 10634, 2480, 12486]",1
9755892,"[12454, 10634, 9659, 3270, 12936, 10603, 9659, 9618, 3379, 2, 3]",1
7426306,"[2024, 8062, 842, 9302, 3364, 6416, 5322, 4060, 2024, 12264, 842, 1, 2019, 3459, 772, 9659]",0
9476559,"[10637, 5042, 3354, 81, 7042, 10634, 8417, 3578, 81]",0
4031813,"[9912, 56, 2879, 13110, 4552, 7004, 13532, 8143, 792, 791, 11413, 3045]",1
9417906,"[7031, 5721, 7427, 10881, 2113, 2745, 1, 4025, 12251, 8866, 8922, 2990, 350]",0
8938922,"[8534, 56, 8707, 9529, 784, 767, 5483, 14415, 56, 2964, 11936, 10423, 56, 13392, 6307, 56, 11567, 10943, 13392, 11936, 6988, 13125]",0
4597164,"[5778, 81, 3911, 1505, 2709, 10634, 1505, 81, 3898, 12499, 10634, 8809, 4037, 2632, 2457, 5483, 6416, 1391, 3354, 81]",0
9910343,"[8534, 1141, 10531, 379, 9912, 2964, 11534]",0
6735714,"[1691, 9659, 11513, 10943, 13075, 9358, 2329, 10531, 11287, 7213, 10578, 14265, 1014, 4993, 2915, 842, 2238, 10966, 5693, 1183, 7550, 12339, 9327, 10788, 14294, 6494]",0
9669651,"[12454, 9936, 11413, 8143, 81]",1
6542529,"[1, 14379, 4326, 3270, 2546, 1, 842, 4392, 3278, 81, 2052, 5326, 3852, 13644, 3270, 3354, 4037, 1505, 81, 96]",0
8513321,"[1691, 9662, 10499, 9481, 2457, 6509, 9659, 12159, 9327, 11801, 5583, 3354, 13741, 4958, 8563, 10531, 1, 56, 12080, 10531, 6849, 842, 8809, 4034]",1
8259803,"[10636, 13243, 4762, 6601, 3285, 8062, 9638, 9529, 9569, 5373, 12571, 10578]",1
7318090,"[8160, 8578, 174, 8160, 10788, 10557, 174, 5330, 9327, 11971, 10531, 1645, 10634, 4475, 6416, 3270, 2915, 842, 3574, 14415, 81]",0
7550652,"[11412, 3354, 81, 81]",0
4614825,"[265, 81, 251, 7073, 10557, 5436, 4683, 9165, 1371, 5017, 3911]",0
9665510,"[12484, 10603, 8171, 9327, 5905, 45, 1, 46, 12778, 2120, 15029, 3270, 3811, 4683, 14235, 11413, 1371, 5003, 12289, 3782, 8234, 4712, 56, 12446, 7732, 14294, 1361, 10557, 2483, 1371, 4065, 10557, 4326, 10603, 989, 14294, 7689, 10603, 5905, 45, 1, 46, 2457, 5373, 3566, 9659, 81, 5599, 6430, 11711, 842, 9529, 14207, 3270, 11168, 11210, 10603, 13183, 842, 3001, 10981, 11513]",1
9820188,"[985, 11683, 11998, 10531, 7994, 4802, 6416, 8922, 3354, 81, 12551, 1505, 1094, 14294, 5288, 81, 2096, 2016, 11546, 14207, 3270, 7439, 10603, 9530, 81, 81, 3626, 8917, 10634, 3354, 81, 11355, 5003, 4405, 9077, 3157, 1505, 6416, 5322, 11277, 14379, 6315, 3852, 14294, 9636, 10634, 8062, 7263, 11607, 11277, 14207, 12251, 8866, 1505, 1, 13632, 14415, 4955, 12030, 3270, 1361, 56, 9659, 10603, 9934, 4802, 5047, 14440, 12125, 81]",1
4466213,"[14541, 10603, 10611, 9327, 3708, 7347, 14440, 6416, 1371, 5013, 3270, 81, 81]",1
8584935,"[783, 10641, 3852, 12481, 2614, 1505, 12536, 2670, 1371, 14321, 1, 2052, 3737, 81, 111, 12536, 2670, 5483, 6416, 1391, 3038, 1]",0
4178827,"[12709, 9077, 10634, 842, 9302, 3038, 56, 56, 10637, 8605, 4234, 81, 81]",0
3794970,"[8128, 3867, 10201, 9659, 682]",1
9108067,"[1030, 671, 1141, 10531, 7315, 9007, 5022, 4671, 11775, 5022, 9120, 829]",0
9808,"[8160, 10634, 8582, 3354, 81, 81]",0
8583597,"[5357, 6284, 10557, 6601, 3285, 6533, 4326, 4891, 7762, 9327, 4322, 10634, 15014, 2149, 81, 81, 5346, 10634, 4476, 7347, 14415]",1
7262923,"[11683, 12536, 2804]",0
3103789,"[7613, 9358, 919, 11412, 3270, 9659, 81, 81, 1, 3728, 1, 56, 1, 56, 1, 14736, 56, 7686, 7671, 842]",0
5435602,"[919, 11998, 8567, 14207, 3270, 9659, 45, 221, 46]",1
443056,"[11042, 10531, 7436, 11697, 4802, 1045, 14207, 3748, 56, 10637, 435, 2203, 9659, 3354, 81]",0
8823958,"[962, 10634, 12107, 3381, 7209, 2915, 2, 2]",0
1218447,"[14942, 8809, 14425, 6416, 7620, 56, 56, 1, 56, 8806, 11639, 9327, 7746, 12251, 4923, 81, 81]",1
6185942,"[11414, 1505, 1122, 1, 1072, 14710, 1190, 2342, 791, 9423, 7406, 3852, 6464, 3270, 5988, 6105, 8387, 3354]",1
8490513,"[174, 13935, 6430, 5483, 14207, 12317, 6452, 12132, 1292, 6452, 12207, 3354]",1
9665667,"[3985, 4189, 10603, 4277, 14415, 10557, 6452, 12030, 3270, 9659, 9612, 9177, 81]",1
3378192,"[2999, 706, 5520, 9158, 14207, 1505, 12308, 14207, 3354, 81, 81, 6481, 10531, 1002, 12132, 8868, 8922, 3285, 81, 81, 2798, 3038]",0
5920437,"[1946, 1946, 816, 12171, 6187, 1505, 8445, 3354, 7347, 14294, 9659, 81, 81]",1
6431234,"[251, 81, 221]",0
8621741,"[8369, 10977, 10557, 2256, 10497, 14477, 11009, 1032, 10634, 6162, 842, 4037, 3270, 9659, 3045]",1
7940995,"[2024, 11967, 6845, 5663, 4683, 1002, 1361, 10634, 12251, 5693, 5047, 3852, 8809, 4037, 3270, 7311, 1701, 6021, 11583, 1371, 1, 1505, 81, 111]",0
8924962,"[5521, 8202, 3270, 14785, 9659, 12936, 11248]",1
4179675,"[3003, 11998, 10531, 2964, 10603, 9659, 9711, 491, 12551, 10531, 1371, 5588, 1, 1391, 9177, 488, 770, 488]",1
6971628,"[792, 792, 791, 791, 10637, 5690, 1534, 4189, 10634, 13014, 7291, 10059, 10497, 12623, 10531, 1361, 3852, 8600, 1505]",0
6240374,"[2670, 81, 96, 10937, 8556, 13881, 10634, 9312, 3285, 56, 7593, 5947, 9360, 12454, 14207, 3270, 1229, 9302, 3270, 1361, 1141, 10578, 81, 1379, 4189, 9328, 3852, 1494, 8355]",0
