id,document,label
6153420,"[296, 11639, 10925, 842, 11513, 3579, 81, 81, 6903, 14294, 4976, 5663, 1701, 935, 8936, 4802, 1, 4657, 14207, 9621, 6391, 1065, 10634, 9302, 3354, 81]",0
9853966,"[13048, 11414, 1371, 6601, 3285, 9967, 10738, 13978, 10634, 2903, 12251, 768, 768, 331]",1
2447180,"[1, 9489, 10603, 1, 1, 8556, 9912, 1, 9489, 10603, 1, 8556, 10603, 9529, 842, 11683, 12936, 3354]",1
6712383,"[15061, 10325, 10603, 889, 4234, 14214, 11278, 14294, 1032, 3852, 3249, 7819, 11149, 3782, 8202, 9618, 3285, 350, 9659, 3270, 8534, 3045]",0
10220557,"[1128, 9460, 10634, 2848, 3270, 81, 81, 3001, 11998, 3045, 6139, 6601, 3285, 4408, 6416, 1505, 8445, 10531, 81]",1
1966880,"[2915, 842, 6509, 13447, 10634, 10636, 1141, 10537, 11683, 11408, 11149, 9312, 3354, 8567, 8567, 8567, 8567]",1
8917502,"[1, 11149, 3270, 7105, 10634, 11801, 2895, 3354, 81]",0
6153773,"[9196, 3270, 11609, 11513, 10943, 11056, 6379, 9673, 12827, 11513, 10497, 14008, 14294, 8534, 9659]",0
8664766,"[3001, 8404, 14294, 9659, 12317, 56, 3001, 7931, 1371, 989, 14294, 9659, 81, 81]",1
1760224,[6397],0
8148264,"[4066, 6187, 842, 3924, 10634, 1960, 14526, 2670, 81]",0
8045845,"[29, 5047, 4683, 14057, 14379, 7819, 9302, 3270, 9659, 81, 30, 8868, 7819, 9302, 3354, 30, 4487, 14057, 10634, 919, 11287, 9188, 3270, 9659, 81, 11683, 2915, 10983, 12936, 10603, 9659, 81, 9931, 14207, 3354, 81, 29]",1
9681472,"[10636, 6416, 1505, 11880, 842, 3728, 11998, 8567, 12486, 81, 81]",1
385871,"[11278, 14207, 5326, 3001, 10199, 3354, 81, 795, 795]",1
10271750,"[1, 4392, 3270, 1641, 9358, 10603, 3193, 1, 11599, 8563, 10531, 14785, 9659, 11571, 10603, 11484, 10557, 6459, 81, 3432, 6694, 14207, 4179, 8615, 10102, 842, 1, 4179, 14484, 14412, 808]",1
6737620,"[12454, 3574, 14207, 3354, 81, 111, 5588, 4133, 842, 3354, 4189, 5047, 3852, 5495, 3290, 81, 81]",0
6218732,"[10801, 9912, 1, 9936, 14946, 2848, 10634, 3354, 81]",1
9565967,"[4962, 1720, 81, 10881, 2113, 14207, 11159]",0
8139667,"[9967, 10884, 6601, 10560, 8445, 3354, 81]",1
6190266,"[12090, 10634, 8752, 11168, 842, 14207, 1505, 8445, 10531, 3635, 5003, 14207, 3285, 2012, 9327, 3705, 12781, 10634, 3001, 5866, 14207, 3354, 81, 96]",0
4402207,"[7967, 9912, 5727, 1958, 1958, 706]",1
