id,document,label
8834373,"[10242, 3250, 10634, 14214, 3852, 8809, 2670, 10006, 9659, 5003, 3157, 1505, 6572, 81, 81, 10637, 5690, 81, 81]",0
7932763,"[10639, 6416, 1505, 6162, 13533, 1371, 10195, 9312, 3381, 857, 14294, 11030, 10944, 350, 9659, 3270, 2718, 12251, 8866, 8922, 12317, 13978, 10634, 3001, 3154, 8681, 174, 11639]",0
8323603,"[5047, 10634, 14198, 14295, 81, 81, 6416, 12251, 4876, 4475, 773, 174, 771]",0
4607561,"[11976, 11513, 10943, 9659, 4476, 5047, 14207, 2203, 6430, 9659, 3270, 9659, 11030, 7061, 10634, 3354, 4476, 5047, 14207, 3270, 1371, 11674]",1
530477,"[11998, 10531, 7729, 4802, 9317, 10497, 5017, 9659]",0
8826927,"[9510, 8411, 10634, 4448, 2, 9685, 3443, 9685, 2, 8747, 8747, 2, 2]",1
8079411,"[11412, 3354, 8160, 8582, 3354, 81, 81]",0
7129239,[15044],0
6346156,"[3489, 3845, 1, 1, 6533, 5003, 14425, 81]",1
9760974,"[2024, 5794, 3933, 8567, 6257, 9931, 14294, 9659, 3625, 14294, 6099, 1701, 3591, 7279, 3852, 14379, 7819, 9302, 3270, 2277, 81, 96, 12827, 11513, 10943, 2964, 81, 96, 6187, 56, 9569, 56, 437, 9085, 14214, 3852, 6987, 9931, 14415, 81, 96]",1
9351477,"[13840, 10603, 12434, 8642, 7106]",1
9021251,"[12267, 2457, 8239, 174, 6688, 14438, 6416, 1505, 11149, 9177, 794, 8239, 278, 3852, 2758, 10508, 745, 9736, 4958, 6145, 3001, 8688, 10125, 9077]",1
5517414,"[9505, 3270, 1178, 10611, 4301, 3852, 9302, 3270, 14666, 11676, 5003, 11967, 5656, 3270, 9659, 3354]",0
6735342,"[2185, 842, 10718, 5151, 9302, 9077, 6464, 2203, 3270, 12783, 10634, 3354, 81, 12647, 10639, 6416, 3253, 6205, 8202, 4802, 5357, 6284, 10667, 3935, 6416, 1391, 3354, 81, 3001, 14591, 14477, 14379, 5047, 10634, 9302, 3354, 81, 2021, 1, 1, 4339, 9327, 12704, 1505, 6601, 10578, 81]",0
9193483,"[13416, 791, 1]",0
4453613,[2931],0
4267613,"[9376, 81, 96]",0
8867744,"[9921, 6286, 3270, 11435, 4683, 860, 14294, 5260, 1505, 13632, 14294, 7994, 2]",1
4195084,"[6416, 1505, 2670, 5322, 899, 14309, 10634, 1, 3354, 682, 2153, 3001, 11287, 5022, 9312, 3354, 81]",1
5606154,"[1354, 10637, 9659, 4476, 6533, 7819, 9302, 3270, 12454, 9936, 11450, 11149, 3270, 8062, 9327, 10006]",1
3838866,"[1661, 11683, 1639, 1852, 81, 12169, 9659, 6397, 8809, 12000, 3285, 14065, 6980, 6601, 3354, 81]",1
8464052,"[1, 4129, 13657, 7718, 10557, 14207, 5326, 8868, 1371, 4048, 9399, 792, 9912, 81, 111, 9530, 9936, 1946, 1946, 792, 1, 4129, 9358, 2314, 13079, 5322, 3075, 6639, 3270, 11355, 10634, 2735, 3285, 9399, 3270, 12454, 3075, 11287, 14207, 3038, 791]",1
9339185,"[11278, 14207, 1505, 1, 11149, 1505, 81, 81, 6649, 3352, 2546, 6452, 4161, 1505, 8445, 9177, 330, 46]",1
3678621,"[7279, 10557, 12898, 14207, 3270, 8023, 81, 1030, 10603, 2158, 9571, 10531, 11683, 10634, 12251, 13427, 10603, 13004, 10557, 6775, 14379, 4234]",1
9225326,"[5709, 11998, 8567, 14207, 3270, 7105, 4189, 3852, 11412, 3354, 14415, 334, 2024, 9240, 9425, 2659, 5123, 3250, 10634, 1129, 682, 6187, 4189, 3852, 11967, 10788, 14207, 1505, 331]",0
2411145,"[252, 3062, 3611, 1594, 11105, 10557, 1045, 14484, 81, 96]",1
6299278,"[8239, 10225, 4326, 6430, 3728, 5195, 6246, 10700, 11625, 14415, 10634, 81, 6681, 14207, 1505, 8318, 14415, 10634, 9302, 3270, 1229, 1141, 10578]",0
7232673,"[8567, 3162, 3047, 8868, 5870, 4189, 9423, 3852, 5045, 3038, 81, 96, 3354, 2795, 3270, 2166, 10634, 3316, 11619, 6416, 12251, 4923, 81, 2964, 3852, 9302, 1505, 9030, 12251, 3852, 8866, 10578, 81, 9936, 11775, 2795, 3270, 9659, 11105, 81, 6391, 6026, 3852, 8579, 8567, 12536, 2777, 12521]",0
4880515,"[174, 6967]",0
10152628,"[3432, 6416, 1505, 3432, 6572, 14557, 11760, 1371, 5013, 3270, 8945, 9659, 81, 81, 10983, 9659, 3354, 12267, 10497, 6608, 13517, 3432, 175, 3062, 10898, 3852, 12737, 10557, 1229, 1141, 3354]",1
7053143,"[12454, 1032, 11513, 10634, 3354, 817]",1
124344,"[2801, 10861, 842, 11998, 10537, 9426, 9967, 2758, 2670, 8445, 3038, 829, 331]",0
10042716,"[9318, 9327, 7200, 14294, 8062, 9912, 9471, 4339, 9327, 14681, 9765, 3270, 9659]",0
9308521,"[11683, 11287, 6416, 8922, 8143, 81, 81, 7613, 9327, 1278, 4048, 1361, 4189, 10634, 3001, 5045, 3379, 1320, 14294, 6284, 3728, 8868, 1371, 4037, 3270, 81, 81, 10643, 8386, 4490, 81, 81, 11673, 14217, 10557, 5401, 3270, 1, 9358, 11479, 12504, 10557, 14207, 3381, 81, 81, 1, 14207, 8279, 10603, 1, 14217, 10531, 9894, 8415, 10557, 14207, 8158, 4805, 81, 81]",1
8129375,"[12437, 5690, 10711, 1371, 11149, 2990, 81, 81, 13275, 4476, 350]",0
8979669,"[6416, 1505, 2801, 14907, 5320, 12272, 5322, 1426, 10557, 2453, 10557, 1361, 1141, 10531, 9659, 81]",0
9566691,"[2915, 10983, 12837, 9659, 81, 96, 993, 14207, 1505, 8445, 3354]",1
9782018,"[13978, 10718, 2903, 10531, 9659, 12783, 6601, 3354]",0
9825024,[1],0
8691446,"[6416, 3270, 2924, 38, 2915, 842, 1646, 3309, 10634, 4319, 3271, 81, 87, 8445, 3742, 81, 3876, 10977, 4189, 10603, 1052, 9327, 1646, 14379, 7819, 842, 9302, 10578, 81, 2118, 7157, 9659, 1141, 3354, 81, 10711, 9659, 4802, 3924, 2915, 1505, 6416, 4476, 5017, 1030, 10531, 11935, 14379, 7819, 9302, 3354, 81]",0
7095833,"[11683, 11414, 9177, 2, 12556, 12556, 12556, 2, 2, 12783, 9392, 9659, 6416, 3270, 1292, 15061, 9302, 9312, 3285, 10636, 6418, 2670, 7406, 3405, 9659, 3852, 15061, 11149, 9177, 2, 2, 8998, 1701, 1, 251, 1093, 13005, 14381, 1]",1
9805473,"[2024, 5022, 12251, 5047, 8922, 9171, 14526, 3285, 682]",0
3211019,[1958],1
7517655,"[15106, 4133, 9448, 12704, 11998, 8922, 9177, 795, 2153, 6299, 2632, 2896, 3381, 816]",1
3288794,"[2915, 842, 6601, 3782, 9659, 12159, 12936, 10603, 1693, 682, 6391, 278, 1145, 5030, 4156, 682]",1
3730891,"[6397, 2233, 8809, 14207, 1505, 6601, 3285, 10619, 4683, 11450, 11149, 3270, 9659, 2]",1
9751453,"[8567, 9588, 9077, 2, 3, 81, 96, 10643, 5696, 350, 96, 9638, 9638, 11967, 2012, 7762, 11967, 9116, 1, 6259, 7819, 3852, 9302, 1505, 81, 96, 9839, 8724, 4189, 10603, 1766, 10557, 5718, 14787, 8250, 3782, 9659, 9839, 1595, 1744, 10497, 861, 9659, 9618, 3354, 1554, 3354, 239, 3062, 919, 8160, 10634, 8576, 9659, 4683, 7501, 4037, 7406]",0
9535761,"[11976, 4538, 5599, 11009, 350, 111, 12426, 3270, 11149, 3290, 81, 96]",1
1123752,"[603, 519]",1
9811110,"[1, 7208, 2203, 11998, 10531, 2691, 9327, 7071, 3278]",0
8666299,"[1197, 5860, 3354, 12094, 9305, 175, 11639, 2]",1
3289767,"[5694, 8212, 14207, 3270, 5870, 842, 11149, 3782, 9659]",1
4465414,"[15072, 3852, 4079, 3852, 2012, 14307, 4802, 3013, 10557, 7819, 9302, 3354]",1
1897187,"[13735, 14207, 2321, 14329, 11408, 3270, 9302, 3038, 81]",0
9721677,"[8539, 7682, 9327, 3852, 8961, 5763, 4802, 12504, 1505, 11233, 3354, 6256, 1505, 8677, 14207, 1505, 1279, 14453, 2632, 2457, 854, 10557, 6323, 7819, 9302, 3270, 2012, 4189, 10603, 14666, 10634, 8554, 14207, 3045, 81, 14900, 8147, 10634, 882, 12778, 1, 1505, 11149, 3782, 5763, 4802, 6318, 1505, 8625, 9327, 14079, 9327, 8812, 10171, 4326, 11683, 8127, 8143, 81, 10880, 8556, 9529, 3852, 11683, 14952, 14526, 8143, 81]",1
1896689,"[12999, 12159, 10603, 12999, 10634, 11830, 706]",1
9978986,"[10242, 10557, 5372, 14207, 3270, 4422, 1141, 10531, 4006, 5663, 826, 9659, 4476, 3852, 14207, 1505, 8445, 12251, 8866, 10578]",0
2291634,"[10586, 12454, 12913, 1505, 81, 117, 8318, 14415, 3852, 9302, 1505]",0
3391819,"[1, 12556, 2, 4]",1
571792,"[119, 2024, 2120, 2077, 1944]",0
4621075,"[9146, 11513, 12837, 7106, 10531, 11125, 56, 9953, 11890, 10634, 9312, 3354, 6212, 4886, 11533, 10531, 11683, 1338, 10634, 3354, 81]",1
10221669,"[9092, 6720, 842, 3801, 3886, 10603, 12116, 10557, 3768, 6963, 1371, 14526, 3354, 56, 12762, 10557, 2233, 14207, 1505, 9659, 4802, 6601, 3420, 8355, 14207, 3270, 1371, 3593, 14207, 3354, 81]",1
5168502,"[9967, 162, 11639, 10531, 9302, 3274]",0
6238145,"[175, 11639]",1
5248971,"[9510, 2670, 8984, 9302, 3270, 11044, 3270, 12309, 2012, 11238, 4685, 81, 9036, 10603, 8984, 4955, 3852, 8218, 14440, 1]",0
3016084,"[10006, 11676, 937, 1505, 5720, 9659, 4802, 1, 1361, 10531, 14294, 9439, 10603, 2593, 10634, 3354, 81, 6713, 14207, 4475, 81]",0
7156671,"[6820, 842, 3432, 2745, 2504, 9007, 3432, 2745, 2504, 9007, 14207, 5318, 2233, 4802, 937, 5318, 6416, 12317, 2632, 2457, 2735, 12251, 8866, 3270, 15072, 1556, 9659]",0
7030885,"[8318, 14415, 1701, 15061, 4392, 3270, 8062, 13189, 10634, 8288, 14379, 4295]",0
7861209,"[11412, 10578, 81, 96]",0
9420944,"[12332, 11268, 12159, 9327, 12936, 4476, 7347, 14415, 81]",1
6285607,"[11414, 9312, 3285, 7105, 4189, 10634, 3001, 8866, 12030, 8158, 3045]",1
6841384,"[1226, 4738, 1, 12228, 5069, 10497, 6416, 1505, 11148, 9177, 3416, 6521, 7133, 842, 15115, 7061, 81, 81, 3088, 5250, 12486, 749]",1
7084513,"[15070, 10603, 9659, 12809, 1030, 13321, 13432, 842, 56, 13418, 6943, 10603, 9472, 1, 45, 10106, 1, 6700, 46, 10603, 4517, 1, 4137, 4802, 9099, 7406, 13189, 14526, 3290, 56, 8868, 7819, 11149, 3354, 81, 9659, 10603, 11626, 10531, 13189, 56, 13189, 5003, 11775, 4965, 5322, 56, 2701, 11626, 10531, 3354, 10725, 1229, 2670, 4961, 81, 96, 15066, 10531, 14223, 9327, 5132, 1505, 81, 104, 10206, 46]",1
9769779,"[7393, 3183, 2823, 933, 9320, 7388, 4802, 3183, 9302, 9312, 10508, 265, 11639, 3852, 8809, 12207, 3354, 81]",0
7464400,"[10636, 6416, 12251, 4876, 4475, 792, 792, 791, 9196, 3354]",0
4183472,"[6416, 784]",0
9768190,"[4022, 1141, 10531, 8062, 4022, 1141, 10531, 6187, 6904]",1
5032055,"[11717, 842, 5541, 3270, 1426, 10634, 8691, 2321, 14207, 12317, 11717, 842, 5542, 14655, 7185, 4802, 11758, 14207, 1371, 6046, 14321, 81]",1
8981268,"[3001, 11413, 1505, 3448, 9327, 4408, 6416, 1505, 8445, 9177, 1125, 2]",1
5612749,"[369, 2193, 6187, 10603, 369, 2193, 9659, 9569, 2203]",0
5574830,"[8556, 14083, 81, 81, 6049, 1052, 10634, 7359, 4659, 14321]",0
9839686,"[1425, 10531, 11168, 4189, 3852, 14179, 11181, 1293, 350, 11168, 4189, 10634, 11504, 12504, 10531, 3810, 9077, 3157, 1505, 15115, 9312, 3364, 350, 8936, 4189, 10531, 6761, 14207, 12317, 2077, 3364, 10711, 8266, 10497, 5718, 14787, 14207, 12412, 5049]",0
5103850,"[10634, 9659, 3270, 3691, 5700, 350, 356, 2670, 5794, 6259, 2504, 9007, 81, 120]",0
6502752,"[10032, 8189, 9327, 2751, 4055, 5037, 11414, 3270, 4133, 3354, 2, 3]",1
8840308,"[10641, 4066, 4133, 2990, 350, 5047, 4066, 8868, 4037, 3270, 11534, 2, 11775, 12536, 10634, 3354]",0
629152,"[11683, 1034, 1371, 6509, 9659, 9334, 5292, 7654, 350, 9659, 12159, 11801, 1958, 2]",1
4753550,"[10636, 9936, 11413, 10578, 791, 3051, 13961, 1, 7646]",0
7940084,[12556],1
5046202,"[14612, 10195, 13823, 10531, 6430, 5047, 8921, 12317, 10637, 2632, 2457, 6591]",1
9791340,"[175, 11639, 10497, 3852, 6681, 14294, 9659]",1
1792720,"[6397, 56, 56]",0
9884083,"[7328, 9327, 2915, 5308, 10557, 6662, 3157, 10531, 5667, 4189, 10603, 14666, 11513, 10943, 10825]",1
8927006,"[10788, 14294, 2691, 10603, 8996, 2012, 8062, 2033, 81, 111, 1, 81, 96, 11412, 1505, 81, 96, 9472, 13870, 6509, 3250]",0
9682769,"[2801, 12264, 14832, 8158, 13578, 1696, 1701, 14289, 10966, 3852, 9659, 842, 10927, 8809, 4025, 3742, 5675, 9358, 3001, 1]",0
9984827,"[3997, 4189, 10531, 7185, 4802, 6784, 8254, 3270, 8903, 11513, 10943, 11945, 4189, 10634, 3354]",0
8399283,"[14207, 81, 81, 2915, 842, 10639, 9115, 1371, 1, 6601, 9171, 14526, 9077, 81, 81, 1963, 14440, 1963, 14207, 3364, 2, 4]",1
6693184,"[10946, 11513, 10497, 3001, 11412, 3742, 81]",0
9027940,"[9936, 11414, 10578, 2, 2, 221, 2203, 3852, 7000, 2758, 10508]",1
7568561,"[9659, 2670, 56, 4133, 4802, 6416, 3270, 8831, 10634, 4541, 56, 7872, 10557, 11967, 3728, 3156, 5322, 56, 2118, 56, 1469, 11513, 10943, 12869, 81, 174, 11639, 12525, 3270, 56, 9936, 11473, 4476, 56, 11168, 11210, 10557, 11008, 6071, 1505, 11149, 3270, 2549, 682, 8670, 7624, 10634, 842, 3852, 56, 6963, 3270, 11268, 10702, 56, 5917, 10711, 11268, 10943, 1361, 10634, 3354, 81]",1
10102955,"[12940, 56, 8903, 10497, 935, 10557, 11102, 9312, 8143, 81, 2045, 3728, 9460, 10634, 8417, 1371, 2848, 3045, 81, 96, 795]",1
6810658,"[7417, 3001, 2333, 1505, 12460, 3852, 3259, 12317, 1426, 10531, 5069, 9327, 4129, 3038]",0
9392654,"[12160, 6688, 9700, 10634, 842, 2321, 14526, 12317, 4958, 9327, 11210, 10634, 7106, 14207, 3270, 2879, 4802, 10330, 3270, 9463, 10603, 5400, 10634, 1, 3354, 81, 9269, 2848, 14294, 7105, 10497, 56, 7105, 3572, 1371, 56, 9463, 3572, 1371, 7208, 1505, 8445, 9312, 10560, 81, 96, 13626, 10634, 11683, 8170, 14207, 3354]",1
8638158,"[10200, 12251, 3852, 8866, 1505, 81, 96, 9030, 12251, 3852, 8866, 1505, 81, 96, 1229, 12704, 81, 96]",0
3356103,"[12925, 10557, 13168, 4683, 1, 3270, 2257, 14294, 8730, 11917, 3852, 11775, 7214, 12251, 5495, 3270, 11903, 14294, 9569, 81]",0
3388336,"[10634, 9659, 5042, 12778, 11408, 11149, 8143, 81]",1
