id,document,label
4399555,"[13978, 10634, 9659, 6533, 10603, 10038, 10557, 7100, 1371, 14207, 3270, 1361, 1141, 8567, 175, 11639, 12030, 1505, 976]",1
7087581,"[8349, 2520, 1, 2670, 6452, 12030, 8158, 3783, 81, 8615, 81, 5261, 5870, 3354, 6164, 10557, 3728, 9416, 6452, 12030, 8158, 1, 2, 3]",0
8017260,"[11782, 10634, 3354, 5060, 9312, 11455, 2670, 682, 9992, 12317, 7106, 7980, 9659]",1
2451345,"[11123, 3075, 3852, 11998, 8922, 1505, 11054, 6700, 4189, 10634, 7455, 14313, 4683, 14207, 8279, 1361, 3852, 1032, 10634, 3045, 493]",1
7530716,"[162, 11639, 11187, 9659, 81, 12961, 81, 3924, 2915, 1505, 6416, 12251, 4930, 9725, 81]",0
2573647,"[11128, 9327, 6091, 5047, 13666, 81, 11203, 8195, 14526, 10557, 4326, 12090, 12107, 1505, 2033, 9659, 2641, 11998, 10531, 11268, 10634, 9312, 10557, 13574]",0
7915590,"[10636, 9714, 9327, 2738, 1229, 1141, 10537, 11408, 3038]",1
8122413,"[9736, 6601, 3285, 12556, 10634, 9312, 10578, 794, 2]",1
3367784,"[11683, 81, 96, 1, 9912, 1, 4527, 4802, 7194, 2915, 842, 5925, 1141, 3379, 1361, 10557, 8868, 7819, 11149, 9312, 3354]",0
1923207,"[2670, 3270, 1747, 14207, 3354, 81]",0
9415736,"[10634, 9659, 3270, 4133, 6416, 1505, 6601, 9171, 14526, 2670, 350, 1802, 6601, 3038, 81]",0
7477618,[1958],1
3941338,"[13177, 1032, 81, 81]",1
9959652,"[4768, 14207, 12251, 8866, 1505, 1799, 8922, 9177, 81]",1
6005467,"[10639, 9967, 6416, 8922, 10560, 350, 350]",0
7746430,"[4167, 13768, 6416, 3316, 3452, 11287, 3852, 14207, 3761, 5453, 3452, 14214, 14207, 5326, 265, 12030, 10557, 14207, 3064, 6042, 11967, 14454]",0
2410464,"[9158, 14294, 14695, 3924, 81, 81, 5624, 10557, 4236, 9327, 9296, 1505, 499, 11683, 3924, 8576, 9659, 814, 12888, 7872, 790]",0
8676104,"[2570, 9722, 9327, 2738, 1229, 12317, 15023, 251, 385, 10603, 7031, 8062, 10603, 8936, 3328, 10634, 7654, 6416, 3354, 10718, 8062, 4179, 3064, 1, 10611, 11149, 1505, 9249, 6572, 11414, 1505, 1032, 11513, 10943, 1371, 1195, 842, 11149, 1391, 12317, 2915, 7347, 9392, 10711, 9659, 842, 11683, 11998, 10531, 9659, 10943, 1361, 1141, 3354, 81, 13741, 10634, 9659, 842, 81, 13972, 9327, 9659, 3852, 6416, 12251, 8866, 3782, 2915, 842, 794, 81, 45, 11559, 13978, 3064, 3572, 46]",1
8005456,"[13978, 10634, 10620, 2903, 10531, 1361, 9327, 3134, 3354, 81]",1
6133904,"[11054, 8213, 4326, 11058, 4189, 10634, 9967, 10171, 9312, 3290, 10881, 8868, 8922, 3354, 81, 6416, 1505, 11149, 3270, 11210, 9327, 3705, 9976, 5384, 6703, 10603, 14057]",0
2670903,"[3922, 14207, 2321, 14329, 11408, 3270, 9626]",0
9307311,"[6510, 8903, 10382, 9659, 794, 768, 10639, 9659, 4476, 5003, 4231, 350]",0
8211600,"[7208, 3355, 10718, 12308, 14294, 9659, 3270, 984, 10634, 9312, 10578, 81, 96, 6416, 3355, 11302, 1371, 14207, 3270, 13735, 14294, 8984, 9659, 4490, 1, 2]",0
8819518,"[2882, 4189, 10634, 9529, 4802, 3001, 5483, 14477, 9733, 11676, 3354, 81, 11614, 10634, 7347, 6430, 11287, 14477, 10619, 9618, 3354, 81]",0
10116500,"[6720, 14214, 3852, 8809, 5574, 6868, 5003, 12310, 1505, 15016, 9077, 11770, 2203, 5003, 14321, 1986, 3118, 3852, 784, 1141, 3354]",0
8723691,"[9460, 10634, 7271, 5046, 2848, 3045, 13757, 9358, 14440, 12030, 2336, 9948, 3354, 1080, 3354, 14207, 5326, 6601, 3285, 3852, 2264, 10634, 5270, 12251, 1505, 11170, 4958, 11355, 10634, 4366, 3279, 81, 96]",1
9493802,"[1094, 14294, 9659, 5807, 4762, 13400, 10603, 3212, 9460]",1
2590448,"[11450, 11149, 9312, 10578, 790, 11054, 9659, 11998, 8629, 14207, 5322, 763, 763]",1
4028984,"[8589, 10711, 3047, 435, 2024, 8458, 9659, 3354]",0
3787297,"[5513, 11513, 5772, 9912, 7540, 14294, 7994, 842, 14108, 1594, 8190, 7746, 10497, 11216, 7989, 1371, 8002, 3354]",1
6474321,"[3432, 14294, 6284, 11216, 1, 1484, 9327, 3708, 7347, 14207, 1371, 14207, 3270, 56, 11683, 5261, 11268, 11132, 683]",1
23878,"[13232, 1, 7572, 3013, 5444, 10200, 3354, 81, 45, 9679, 330, 15085, 10865, 694]",1
5174825,"[10711, 1292, 176, 34, 4838, 10634, 11159, 2670, 81, 7681, 3927, 10557, 4234, 81, 81]",1
6924015,"[5979, 10634, 5105]",0
306197,"[12454, 6416, 12251, 4923, 62, 9659, 1736, 7406, 3924, 12030, 1505, 6416, 1505, 14942, 176, 6162, 2]",0
6042765,"[11862, 81, 81, 9276, 7977, 2, 493, 6533, 5003, 14207, 3354]",1
8658937,"[3002, 8651, 1505, 8315, 4726, 9659, 3354, 81]",0
9513265,"[13048, 11935, 6071, 10557, 9659, 10634, 2321, 14207, 3354, 81, 951, 1, 10603, 10308, 10702, 81, 81, 768, 768]",1
