id,document,label
9601368,"[11683, 7613, 9358, 919, 8642, 9659, 842, 8611, 8445, 3354, 81, 9132, 10557, 4326, 6416, 8622, 13206, 6416, 8622, 1032, 11513, 10943, 9659]",1
5908859,"[2444, 3852, 9302, 1505, 12716, 14415, 3852, 9302, 3354, 81]",0
7035068,"[1217, 10938, 10531, 7106, 11132]",1
7082278,"[5047, 3852, 8809, 4037, 3270, 4133, 9327, 1032, 5224, 9312, 3379, 7105, 10531, 11775, 4048, 11268, 1, 10634, 9302, 3270, 7105, 4189, 10634, 3354, 10643, 9239, 10603, 1, 9394, 10634, 4487, 1361, 5483, 3246, 3270, 5925, 4189, 10634, 3354, 11505, 11249, 9912, 9570, 2999, 3038, 4189, 11236, 5730, 10634, 3354, 2284, 14454]",0
8394443,"[13978, 6571, 1]",0
4806289,"[8567, 8651, 3354]",1
3340141,"[11705, 1701, 8377]",1
6486325,"[9936, 1032, 10634, 3354, 816, 5976, 12556, 10779, 795]",1
8666628,"[10135, 10634, 11149, 2203, 11533, 9392, 9932, 1646, 10531, 5483, 14207, 12317, 56, 11413, 1371, 11287, 6601, 1893, 56, 9394, 13344, 4554, 4270, 9870, 4326, 11853, 1030, 10634, 4509, 2472, 3134, 3045, 2, 1, 8567, 6653, 3852, 8567, 792, 10714, 7819, 842]",1
4132195,"[10852, 4683, 11413, 3270, 13935, 10968, 81, 81, 350, 11846, 5690, 14207, 2321, 14207, 12317, 2042, 6533, 5003, 14207, 3786, 81, 81]",1
9122959,"[2796, 9659, 8809, 6416, 3270, 1371, 11998, 10578]",0
10231542,"[7347, 10557, 14207, 1371, 14207, 3270, 9659, 56, 12090, 10603, 13827, 10497, 11644, 1]",1
7601142,"[434, 10336, 14294, 7128, 10634, 8389, 9077, 11830, 11149, 3270, 5573, 9659, 11105, 81]",0
4413433,"[1843, 9358, 3513, 4683, 6416, 2670, 350, 13978, 10634, 9967, 10704, 350, 7476, 4487, 3503, 9327, 1, 2, 162, 11639, 10531, 9302, 2670, 350]",0
9629354,"[13005, 14425, 56, 2546, 6416, 7620, 2]",1
5534530,"[11998, 10531, 12642, 5045, 3038, 81, 81]",0
9756911,"[12392, 9327, 10174, 13903, 3270, 1, 7497, 12778, 10328, 4726, 2012, 4189, 10603, 10825]",1
