id,document,label
1151343,"[12783, 9327, 3001, 1995, 10206, 10634, 81, 81, 2064, 13822, 14294, 7387, 10634, 6464, 3045]",1
8954585,"[11846, 12429, 14294, 3250, 10634, 11149, 9312, 12317, 9659, 11238, 3270, 8318, 14207, 1505, 11413, 9312, 3354, 2096, 9585, 1426, 10634, 4490, 350, 9585, 1426, 10634, 4476, 7347, 14207, 8279, 6700, 4189, 10531, 3432, 6577, 14379, 4234]",1
3866277,"[9659, 842, 13978, 5003, 14207, 3270, 4234]",0
9933079,"[9725, 81, 96, 6187, 4189, 8318, 14330, 350, 792]",1
4625030,"[2012, 5599, 6430, 56, 9659, 842, 2633, 5322, 2848, 3270, 1371, 9302, 3354]",0
9276746,"[3354, 10472, 9284, 1141, 10531, 12683, 6405, 14837, 3270, 8903, 10667, 13088, 1141, 10531, 6405, 1142, 1919, 9358, 1754, 14484, 14425, 13741, 3354, 10472, 9284, 10603, 12683, 6405, 10531, 3354, 10472, 9284, 6509, 10943, 7061, 5003, 8600, 4475, 935, 1701, 10856, 10603, 7242, 10557, 13813, 8254, 3270, 8752, 13372, 1, 11132, 3354, 10472, 9284, 1141, 10531, 12683, 6405, 14837, 4189, 10557, 1919, 9358, 12499, 1754, 3596, 14484, 14425]",0
10215540,"[10636, 6416, 1505, 11414, 3379, 7333, 4189, 10531, 13118, 12582, 5922, 7333, 2990, 350, 12888, 2193, 9659, 13978, 9327, 7746, 12251, 4876, 4475, 11619, 2924, 6416, 5326, 10643, 5690, 12251, 350, 9973, 771, 773, 4189, 10634, 175, 3062, 12562, 771, 773, 12505, 14207, 1505, 9029, 3270, 12917, 1, 10531, 7333, 4189, 10634, 9302, 9077, 5116, 10531, 1229, 6601, 3285, 1, 842, 9302, 3611, 1145, 773, 771, 4673, 7333, 4189, 1030, 8449, 2203, 11533, 2670, 4335, 1505, 8445, 3354, 12437]",0
5523947,"[7994, 4802, 12783, 11655, 3270, 9145, 10059, 9659]",0
8189339,"[5045, 10531, 7347, 10557, 14207, 1371, 5013, 3270, 9659, 81]",1
5535114,"[8091, 4805, 12961, 10603, 9659, 81]",0
832934,"[9759, 9460, 10634, 2848, 3270, 9659, 81, 96]",1
8450324,"[6416, 3270, 2924, 7004, 13532, 3782, 9659, 81, 1737, 4189, 10634, 10718, 5046, 10195, 3270, 9659, 12783, 6601, 3354, 81, 13275, 10603, 11698, 81]",1
9123948,"[10643, 1, 9659, 4476, 14207, 2336, 9945, 8143, 81, 12604, 5113, 12030, 7620, 81]",0
5331346,"[5254, 9312, 3354, 81]",1
9276485,"[10242, 10531, 8809, 6575, 5380, 1391, 1505, 81, 81, 11408, 9912, 1032, 56, 5225, 14415, 2457, 1138, 11278, 14294, 4702, 81, 81, 14999, 6416, 1505, 3594, 14512, 9394, 11030, 12132, 8868, 8922, 3285, 4958, 10531, 12704, 81, 81, 2012, 5225, 14415, 10634, 8756, 2457, 9460, 10634, 2848, 3045, 81, 1216, 11513, 10497, 9931, 14294, 2964, 10531, 8600, 9618, 3285, 1, 10603, 9395, 10634, 5421, 6652, 4189, 10557, 12756, 12207, 3045, 81, 175, 11639, 8519]",1
8197995,"[10634, 15066, 6477, 6187, 4683, 5108, 9659, 81]",0
8778445,"[619, 2405, 9529, 11998, 3364, 9423, 9327, 2166, 11513, 3270, 8936, 4189, 10531, 5210, 2990, 350, 9077, 1, 3038]",0
8141838,"[10242, 10634, 3001, 8576, 81, 96, 8943, 4802, 3013, 11414, 1371, 6575, 2059, 81, 81, 11534, 3852, 14580, 81, 81, 9529, 3852, 9158, 14207, 3354, 81, 9014, 9912, 1, 10603, 1739, 3852, 3001, 9158, 14526, 3354, 81, 10242, 9358, 3270, 2012, 4096, 10603, 14588, 9302, 10578, 3852, 11287, 2782, 1505, 11149, 3285, 9659, 9358, 3270, 3001, 9158, 14207, 2203, 5003, 14207, 3354, 81, 8912, 81, 81, 2012, 11389, 10557, 3001, 12551, 1371, 1, 1371, 5635]",0
7161606,"[10200, 1505, 11414, 3354]",1
5588884,"[13978, 10634, 3154, 2336, 6601, 3737, 9937, 1289, 13978, 81, 81, 12308, 14207, 1505, 11412, 9312, 3354, 81, 81, 6430, 11325, 3354, 81]",0
5741276,"[11967, 5046, 2080, 10006, 3728, 6955, 4066, 7105, 4339, 9327, 2051, 9177, 2024, 11846, 14294, 2695, 14294, 5330, 5003, 11149, 9312, 10508, 11998, 8922, 10557, 13574]",0
5710094,"[10586, 9659, 11998, 8567, 14207, 3284, 81, 56, 8062, 11534, 842, 9239, 7987, 5322, 10634, 11149, 9159, 5475, 10634, 11287, 8809, 3721, 81]",0
9250748,"[985, 12234, 1371, 6509, 9659, 9327, 10059, 682, 11287, 4055, 2504, 1141, 8713, 10634, 9659, 682, 7865, 11998, 8143, 11414, 1371, 4189, 1038, 14207, 8158, 2333, 81, 493]",1
5521307,"[6530, 5357, 3062, 1, 8756, 3852, 1]",1
1105872,"[14004, 3270, 11149, 9077, 6464, 3285, 1737, 10531, 1, 5330, 10634, 3038]",0
9904673,"[11784, 10711, 1229, 8809, 2758, 10508, 14415]",0
10259970,"[12454, 1145, 12913, 3354, 81, 81, 10639, 9659, 14787, 14207, 12251, 9967, 350, 350]",0
8683205,"[12892, 2698, 1799, 81, 81, 5694, 11149, 1391, 12251, 11149, 1391, 12251, 81, 81, 2233, 14207, 1505, 6416, 3285, 81, 96, 2642, 13992, 13573, 10531, 13533, 12251, 8866, 10578, 81, 96, 161, 13421, 13443, 10059, 2]",0
1594085,"[369, 2193, 9659, 11578, 6187, 1, 10603, 13421, 13443, 10059, 9659, 682]",0
7314074,"[1, 174, 50, 3352, 12778, 11459, 3852, 3991, 4339, 9327, 296, 6287, 10603, 7487, 6416, 4669, 10636, 6601, 3285, 2233, 10788, 10497, 11414, 9312, 9175, 682, 12556, 2]",1
3669385,"[6821, 38, 5003, 38, 3193, 9327, 4214, 2, 2702, 11683, 9967, 10718, 11210, 10557, 2900, 14207, 3290, 8860, 3354]",0
9637425,"[13040, 10634, 12251, 8866, 8922, 2670, 8445, 3379, 1]",1
47397,"[14310, 9659, 9327, 10918, 3438, 14294, 10946, 1943, 10634, 11945, 14207, 3270, 11268, 10531, 81, 96]",1
821129,"[10969, 4802, 3375, 2670, 4717, 3270, 3433, 10969, 9327, 9846, 12676, 10557, 4189, 1371, 14415, 790, 7275, 10969, 814]",1
3714312,"[12556, 11132, 81, 2120, 12556, 10634, 4487, 1, 9327, 81]",1
1761507,"[4936, 8778, 10825, 81, 96]",1
3435498,"[12181, 6608, 2457, 1456, 5003, 2980, 1494, 14207, 2336, 11967, 12308, 81, 81, 9912, 3610, 3270, 1361, 3852, 9302, 1505, 3924, 8582, 3354]",0
8173188,"[8691, 3045, 81, 96, 8062, 3852, 81, 96, 1879, 3852, 81, 111, 10642, 5373, 3354, 81, 111]",0
6365895,"[12661, 3001, 5256, 81]",1
1965314,"[7994, 13272, 10195, 10557, 7819, 6019, 9302, 9312, 3782, 56, 56, 192, 7593, 4683, 1749, 4239, 10557, 2909, 14321, 81]",0
6394732,"[10797, 2753, 6601, 3285, 11967, 8355, 81, 81, 13978, 3001, 1615, 842, 4048, 4234, 81, 81]",0
6438087,"[390, 9358, 13744, 9077, 12030, 7650, 4994, 9327, 11299, 6601, 3288, 81, 81, 920, 10634, 11149, 3270, 10385, 10634, 4893, 1701, 11308, 4802, 14207, 1505, 81, 81, 4887, 6416, 3270, 8928, 9327, 4893, 10634, 2782, 1505, 81, 81, 1, 5381, 12793, 4096, 10634, 6669, 10557, 3150, 14294, 1371, 5254, 1371, 14057, 4037, 1505, 81, 81, 2012, 3591, 9463, 842, 5906, 5322, 3933, 5116, 8567, 12107, 10557, 8189, 10966, 10200, 3045, 9722, 9659, 4475, 81, 81]",0
4362255,"[9236, 4048, 1361, 4189, 10603, 2004, 81, 12454, 1691]",1
6001125,"[1, 4906, 14406, 14761, 6318, 1845, 1, 2549, 10531, 11683, 7944, 2, 11408, 4066, 9302, 1845, 2024, 1, 9302, 10578, 81]",0
9286150,"[12936, 9618, 3354, 10711, 8008, 10557, 5008, 7819, 11149, 3270, 1361, 3852, 13012, 10634, 1391, 12251]",1
